shipment_id,shipment_time,weather_condition,geopolitical_event,supplier_reliability,transportation_mode,route_risk,delay
SHIP_3788,4,Rainy,Sanction,0.9,Road,1,4
SHIP_3789,3,Clear,Strike,0.35,Air,7,5
SHIP_3790,11,Storm,Tariff,0.62,Road,2,6
SHIP_3791,13,Rainy,Strike,0.99,Rail,7,7
SHIP_3792,10,Snow,Strike,0.84,Road,3,6
SHIP_3793,2,Snow,None,0.97,Sea,9,5
SHIP_3794,3,Snow,None,0.85,Road,5,4
SHIP_3795,9,Rainy,Tariff,0.91,Road,7,5
SHIP_3796,8,Clear,Strike,0.79,Sea,8,7
SHIP_3797,13,Storm,None,0.83,Road,2,5
SHIP_3798,2,Clear,None,0.67,Road,1,2
SHIP_3799,6,Clear,Strike,0.95,Air,7,5
SHIP_3800,11,Storm,Tariff,0.88,Rail,6,7
SHIP_3801,7,Storm,Tariff,0.89,Air,6,5
SHIP_3802,6,Rainy,Strike,0.77,Rail,2,5
SHIP_3803,5,Rainy,Tariff,0.51,Sea,3,4
SHIP_3804,14,Rainy,None,0.32,Sea,4,6
SHIP_3805,2,Rainy,Strike,0.95,Sea,3,5
SHIP_3806,8,Rainy,None,0.71,Rail,2,3
SHIP_3807,10,Storm,Sanction,0.51,Rail,3,7
SHIP_3808,7,Clear,Sanction,0.4,Rail,6,5
SHIP_3809,4,Rainy,Tariff,0.88,Sea,9,5
SHIP_3810,11,Rainy,Sanction,0.89,Rail,4,5
SHIP_3811,5,Clear,None,0.87,Road,6,3
SHIP_3812,11,Rainy,Sanction,0.75,Air,1,4
SHIP_3813,6,Clear,None,0.56,Sea,6,4
SHIP_3814,13,Clear,Tariff,0.51,Air,3,4
SHIP_3815,13,Storm,Tariff,0.31,Road,9,8
SHIP_3816,2,Snow,None,0.88,Rail,4,3
SHIP_3817,6,Storm,Sanction,0.36,Air,7,7
SHIP_3818,2,Snow,Tariff,0.74,Road,4,4
SHIP_3819,10,Snow,Strike,0.65,Road,6,8
SHIP_3820,8,Snow,Tariff,0.67,Air,7,5
SHIP_3821,4,Rainy,Sanction,0.95,Sea,2,4
SHIP_3822,10,Storm,Strike,0.32,Air,6,7
SHIP_3823,3,Snow,Sanction,0.84,Sea,8,7
SHIP_3824,13,Clear,None,0.34,Rail,6,4
SHIP_3825,8,Rainy,Strike,0.33,Sea,2,6
SHIP_3826,10,Storm,Sanction,0.6,Rail,4,6
SHIP_3827,7,Snow,Strike,0.34,Air,1,5
SHIP_3828,11,Clear,Sanction,0.85,Rail,7,6
SHIP_3829,6,Storm,Strike,0.67,Road,8,8
SHIP_3830,13,Storm,Sanction,0.32,Rail,2,6
SHIP_3831,8,Rainy,None,0.33,Sea,5,5
SHIP_3832,7,Storm,Strike,0.73,Sea,8,9
SHIP_3833,6,Rainy,Strike,0.86,Sea,8,7
SHIP_3834,3,Snow,Strike,0.61,Rail,5,6
SHIP_3835,9,Rainy,Strike,0.69,Sea,8,8
SHIP_3836,14,Clear,None,0.86,Sea,6,5
SHIP_3837,8,Rainy,Strike,0.73,Road,5,6
SHIP_3838,7,Clear,Tariff,0.46,Rail,4,3
SHIP_3839,6,Rainy,None,0.73,Road,5,5
SHIP_3840,6,Storm,Tariff,0.74,Sea,4,6
SHIP_3841,10,Snow,Strike,0.81,Sea,1,6
SHIP_3842,2,Clear,Sanction,0.73,Sea,3,4
SHIP_3843,10,Rainy,Tariff,0.98,Rail,8,5
SHIP_3844,7,Rainy,Strike,0.44,Air,7,6
SHIP_3845,5,Rainy,Tariff,0.97,Sea,7,5
SHIP_3846,11,Storm,Strike,0.68,Sea,3,8
SHIP_3847,8,Storm,Strike,0.77,Sea,9,9
SHIP_3848,10,Clear,Strike,0.37,Sea,6,7
SHIP_3849,6,Clear,Sanction,0.57,Rail,8,5
SHIP_3850,6,Storm,Tariff,0.84,Air,8,6
SHIP_3851,9,Clear,None,0.79,Air,3,2
SHIP_3852,8,Snow,None,0.33,Air,4,4
SHIP_3853,14,Snow,None,0.68,Sea,6,7
SHIP_3854,14,Storm,None,0.36,Sea,2,7
SHIP_3855,9,Clear,Strike,1.0,Air,7,5
SHIP_3856,12,Rainy,Tariff,0.93,Air,2,4
SHIP_3857,13,Snow,Tariff,0.31,Sea,5,8
SHIP_3858,11,Storm,Sanction,0.9,Sea,4,7
SHIP_3859,3,Clear,Tariff,0.94,Road,9,4
SHIP_3860,10,Storm,Tariff,0.55,Road,2,6
SHIP_3861,4,Rainy,Tariff,0.8,Road,7,5
SHIP_3862,7,Snow,Sanction,0.61,Air,7,6
SHIP_3863,7,Storm,None,0.76,Rail,7,6
SHIP_3864,3,Storm,Tariff,0.54,Sea,1,4
SHIP_3865,13,Storm,Sanction,0.53,Road,8,8
SHIP_3866,14,Rainy,Sanction,0.6,Rail,2,5
SHIP_3867,8,Storm,Strike,0.4,Sea,5,9
SHIP_3868,10,Rainy,Sanction,0.88,Rail,2,5
SHIP_3869,13,Rainy,None,0.54,Air,5,4
SHIP_3870,11,Rainy,Tariff,0.58,Air,7,5
SHIP_3871,12,Snow,Sanction,0.93,Air,6,7
SHIP_3872,2,Snow,None,0.65,Road,5,4
SHIP_3873,9,Storm,Sanction,0.68,Sea,4,7
SHIP_3874,3,Storm,Sanction,0.97,Air,8,6
SHIP_3875,2,Snow,Sanction,0.92,Road,8,6
SHIP_3876,9,Clear,Sanction,0.42,Road,1,4
SHIP_3877,3,Snow,Sanction,0.63,Road,2,5
SHIP_3878,7,Rainy,None,0.98,Road,3,3
SHIP_3879,7,Snow,Tariff,0.56,Air,1,4
SHIP_3880,6,Rainy,Tariff,0.56,Road,3,3
SHIP_3881,9,Storm,Tariff,0.44,Air,8,7
SHIP_3882,4,Clear,Tariff,0.38,Air,4,3
SHIP_3883,14,Storm,None,0.82,Road,7,6
SHIP_3884,11,Rainy,Strike,0.84,Air,7,6
SHIP_3885,5,Rainy,Strike,0.98,Sea,5,6
SHIP_3886,8,Rainy,None,0.84,Sea,1,3
SHIP_3887,8,Clear,None,0.47,Rail,4,4
SHIP_3888,14,Snow,Sanction,0.33,Sea,7,8
SHIP_3889,13,Storm,Sanction,0.99,Air,5,8
SHIP_3890,9,Storm,Sanction,0.54,Air,2,6
SHIP_3891,3,Snow,Tariff,0.52,Sea,8,6
SHIP_3892,12,Storm,Sanction,0.93,Road,2,7
SHIP_3893,13,Clear,Strike,0.71,Road,8,7
SHIP_3894,3,Storm,Tariff,0.45,Air,2,4
SHIP_3895,5,Rainy,Sanction,0.92,Road,5,4
SHIP_3896,14,Snow,Tariff,1.0,Rail,4,6
SHIP_3897,11,Clear,Strike,0.36,Rail,1,4
SHIP_3898,14,Snow,Sanction,0.9,Sea,8,8
SHIP_3899,10,Clear,Strike,0.57,Sea,3,7
SHIP_3900,11,Rainy,Strike,0.67,Road,4,6
SHIP_3901,13,Snow,Strike,0.94,Air,4,6
SHIP_3902,10,Storm,Sanction,0.98,Sea,5,7
SHIP_3903,14,Clear,None,0.48,Rail,3,4
SHIP_3904,14,Snow,Sanction,0.45,Sea,9,8
SHIP_3905,5,Storm,Strike,0.36,Sea,4,8
SHIP_3906,10,Snow,Sanction,0.69,Rail,4,6
SHIP_3907,4,Snow,Strike,0.31,Air,6,6
SHIP_3908,13,Snow,None,0.59,Sea,8,7
SHIP_3909,6,Clear,Tariff,0.35,Sea,7,5
SHIP_3910,11,Storm,None,0.58,Sea,4,6
SHIP_3911,10,Rainy,None,0.33,Road,4,5
SHIP_3912,7,Clear,Tariff,0.88,Sea,5,5
SHIP_3913,4,Clear,Sanction,0.45,Rail,5,4
SHIP_3914,11,Clear,Tariff,0.53,Air,1,3
SHIP_3915,10,Rainy,Sanction,0.91,Air,8,6
SHIP_3916,7,Storm,Sanction,0.82,Rail,5,6
SHIP_3917,5,Storm,Strike,0.45,Road,3,6
SHIP_3918,5,Storm,Strike,0.35,Rail,3,7
SHIP_3919,9,Snow,Tariff,0.8,Air,4,6
SHIP_3920,8,Snow,None,0.57,Rail,7,5
SHIP_3921,2,Snow,Tariff,0.84,Road,5,5
SHIP_3922,7,Rainy,Sanction,0.61,Air,1,3
SHIP_3923,9,Snow,Strike,0.54,Road,5,7
SHIP_3924,4,Rainy,Tariff,0.62,Rail,5,5
SHIP_3925,10,Storm,Tariff,0.82,Sea,6,7
SHIP_3926,11,Snow,Strike,0.93,Rail,7,7
SHIP_3927,3,Snow,Strike,0.33,Road,5,6
SHIP_3928,7,Clear,Strike,0.67,Rail,2,4
SHIP_3929,13,Rainy,Sanction,0.32,Sea,2,6
SHIP_3930,2,Storm,Strike,0.63,Road,4,7
SHIP_3931,13,Clear,None,0.92,Rail,1,3
SHIP_3932,12,Clear,Tariff,0.55,Road,7,5
SHIP_3933,3,Storm,Strike,0.95,Road,1,5
SHIP_3934,14,Clear,Strike,0.74,Air,3,6
SHIP_3935,6,Rainy,Sanction,0.95,Air,7,5
SHIP_3936,2,Rainy,Sanction,0.83,Road,6,5
SHIP_3937,9,Snow,Tariff,0.37,Rail,7,6
SHIP_3938,2,Clear,None,0.46,Rail,5,3
SHIP_3939,14,Snow,Tariff,0.58,Rail,8,7
SHIP_3940,10,Clear,Strike,0.42,Sea,6,6
SHIP_3941,11,Rainy,None,0.65,Road,4,4
SHIP_3942,12,Rainy,None,0.63,Road,1,3
SHIP_3943,4,Rainy,None,0.97,Sea,2,3
SHIP_3944,13,Clear,None,0.6,Road,6,4
SHIP_3945,3,Rainy,Tariff,0.85,Road,4,4
SHIP_3946,2,Clear,Sanction,0.96,Sea,3,3
SHIP_3947,10,Snow,Sanction,0.91,Air,7,6
SHIP_3948,5,Clear,Strike,0.45,Road,7,5
SHIP_3949,13,Snow,Sanction,0.65,Sea,2,7
SHIP_3950,2,Clear,Sanction,0.54,Rail,8,5
SHIP_3951,2,Snow,Sanction,0.58,Air,1,4
SHIP_3952,8,Rainy,Sanction,0.55,Rail,7,6
SHIP_3953,3,Snow,Strike,0.88,Road,1,4
SHIP_3954,8,Rainy,Tariff,0.62,Air,3,4
SHIP_3955,13,Rainy,None,0.67,Sea,3,5
SHIP_3956,8,Snow,Sanction,0.99,Road,2,5
SHIP_3957,11,Clear,Tariff,0.34,Sea,5,5
SHIP_3958,10,Clear,Sanction,0.64,Air,4,4
SHIP_3959,14,Storm,Sanction,0.84,Rail,6,8
SHIP_3960,8,Clear,None,0.41,Road,2,2
SHIP_3961,14,Storm,None,0.73,Road,4,6
SHIP_3962,2,Clear,None,0.47,Sea,7,4
SHIP_3963,13,Clear,Sanction,0.91,Air,1,3
SHIP_3964,14,Rainy,Sanction,0.53,Sea,3,6
SHIP_3965,9,Storm,Sanction,0.53,Air,1,6
SHIP_3966,9,Clear,None,0.72,Road,2,2
SHIP_3967,5,Storm,Strike,0.43,Air,9,8
SHIP_3968,14,Rainy,Tariff,0.5,Road,5,5
SHIP_3969,9,Rainy,Strike,0.59,Air,4,6
SHIP_3970,5,Storm,Sanction,0.55,Rail,4,6
SHIP_3971,9,Rainy,Sanction,0.67,Air,8,7
SHIP_3972,6,Snow,Strike,0.72,Rail,3,6
SHIP_3973,5,Snow,Sanction,0.7,Air,4,5
SHIP_3974,7,Rainy,Tariff,0.76,Air,2,4
SHIP_3975,3,Snow,Sanction,0.52,Sea,6,6
SHIP_3976,13,Clear,Tariff,0.39,Sea,9,7
SHIP_3977,3,Storm,Strike,0.83,Road,4,6
SHIP_3978,3,Clear,Strike,0.9,Sea,6,5
SHIP_3979,10,Storm,Sanction,0.48,Air,4,7
SHIP_3980,11,Rainy,Tariff,0.58,Sea,2,5
SHIP_3981,4,Clear,Sanction,0.65,Air,6,4
SHIP_3982,11,Rainy,None,0.67,Rail,7,5
SHIP_3983,5,Rainy,None,0.76,Air,4,2
SHIP_3984,11,Storm,None,0.33,Road,7,8
SHIP_3985,13,Storm,None,0.81,Rail,8,8
SHIP_3986,9,Storm,Sanction,0.34,Road,3,6
SHIP_3987,5,Clear,None,0.63,Road,2,2
SHIP_3988,12,Snow,Tariff,0.88,Road,5,5
SHIP_3989,11,Storm,Strike,0.62,Sea,2,7
SHIP_3990,11,Storm,Strike,0.4,Road,5,8
SHIP_3991,14,Clear,None,0.99,Rail,6,4
SHIP_3992,8,Storm,None,0.92,Air,8,7
SHIP_3993,6,Clear,None,0.84,Road,6,2
SHIP_3994,10,Rainy,Sanction,0.59,Rail,4,6
SHIP_3995,5,Storm,Strike,0.43,Road,3,6
SHIP_3996,4,Storm,None,0.96,Air,2,3
SHIP_3997,14,Rainy,Tariff,0.67,Rail,1,5
SHIP_3998,3,Rainy,None,0.9,Rail,2,3
SHIP_3999,2,Rainy,Strike,0.54,Air,2,3
SHIP_4000,12,Storm,None,0.53,Rail,5,7
SHIP_4001,7,Snow,Strike,0.99,Air,9,7
SHIP_4002,11,Snow,None,0.67,Rail,1,4
SHIP_4003,3,Snow,Tariff,0.4,Rail,4,5
SHIP_4004,9,Storm,None,0.45,Air,7,6
SHIP_4005,7,Rainy,Tariff,0.64,Air,3,4
SHIP_4006,13,Storm,Tariff,0.33,Rail,8,8
SHIP_4007,13,Rainy,None,0.62,Rail,3,5
SHIP_4008,6,Storm,Tariff,0.59,Air,8,7
SHIP_4009,14,Storm,Sanction,0.85,Sea,2,8
SHIP_4010,3,Rainy,None,0.55,Air,5,3
SHIP_4011,8,Snow,None,0.99,Rail,4,4
SHIP_4012,3,Rainy,Tariff,0.43,Rail,9,6
SHIP_4013,14,Clear,Tariff,0.71,Rail,3,5
SHIP_4014,6,Clear,None,0.36,Air,5,4
SHIP_4015,3,Rainy,Sanction,0.81,Rail,9,5
SHIP_4016,12,Storm,Tariff,1.0,Sea,6,7
SHIP_4017,11,Clear,Tariff,0.87,Road,2,3
SHIP_4018,12,Clear,Strike,0.69,Sea,1,5
SHIP_4019,12,Storm,Sanction,0.64,Air,1,6
SHIP_4020,3,Storm,Sanction,0.88,Rail,7,6
SHIP_4021,8,Snow,None,0.96,Air,2,4
SHIP_4022,10,Storm,Sanction,0.99,Road,7,7
SHIP_4023,6,Rainy,None,0.58,Air,1,2
SHIP_4024,8,Rainy,Strike,0.99,Rail,4,6
SHIP_4025,5,Snow,Sanction,0.41,Road,4,5
SHIP_4026,3,Clear,Tariff,0.48,Road,5,3
SHIP_4027,4,Clear,Strike,0.36,Rail,1,4
SHIP_4028,3,Storm,None,0.49,Rail,7,6
SHIP_4029,6,Rainy,Strike,0.84,Rail,2,5
SHIP_4030,7,Clear,None,0.9,Air,2,2
SHIP_4031,8,Snow,Strike,0.85,Sea,8,8
SHIP_4032,4,Snow,None,0.74,Air,9,5
SHIP_4033,5,Rainy,Sanction,0.66,Air,6,5
SHIP_4034,9,Snow,Tariff,0.8,Sea,1,5
SHIP_4035,5,Snow,None,0.57,Rail,1,3
SHIP_4036,8,Rainy,Strike,0.89,Rail,7,6
SHIP_4037,13,Storm,None,0.77,Sea,8,7
SHIP_4038,7,Storm,None,0.79,Sea,3,6
SHIP_4039,8,Snow,None,0.68,Air,9,5
SHIP_4040,2,Storm,Strike,0.92,Road,4,6
SHIP_4041,4,Storm,Tariff,0.48,Sea,4,6
SHIP_4042,7,Snow,Sanction,0.57,Air,3,5
SHIP_4043,4,Storm,Tariff,0.84,Road,8,6
SHIP_4044,8,Snow,None,0.64,Rail,9,6
SHIP_4045,10,Clear,Strike,0.92,Rail,1,4
SHIP_4046,4,Rainy,Tariff,0.54,Air,2,3
SHIP_4047,2,Rainy,None,0.56,Air,1,2
SHIP_4048,11,Storm,Sanction,0.92,Sea,4,6
SHIP_4049,14,Storm,Sanction,0.63,Rail,7,8
SHIP_4050,7,Storm,Sanction,0.66,Air,7,7
SHIP_4051,13,Rainy,None,0.53,Rail,6,6
SHIP_4052,2,Clear,Strike,0.49,Rail,5,4
SHIP_4053,2,Clear,Tariff,0.76,Sea,4,3
SHIP_4054,9,Rainy,Sanction,0.38,Road,8,7
SHIP_4055,10,Clear,None,0.92,Sea,7,5
SHIP_4056,3,Rainy,None,0.85,Air,1,2
SHIP_4057,10,Clear,Tariff,0.43,Sea,6,6
SHIP_4058,6,Snow,Sanction,0.79,Sea,2,5
SHIP_4059,14,Snow,None,0.72,Rail,4,5
SHIP_4060,9,Rainy,Tariff,0.43,Sea,5,6
SHIP_4061,8,Clear,Strike,0.49,Air,8,6
SHIP_4062,8,Storm,Strike,0.59,Road,6,7
SHIP_4063,5,Clear,Strike,0.79,Sea,2,4
SHIP_4064,3,Snow,Sanction,0.75,Sea,5,6
SHIP_4065,6,Snow,Tariff,0.67,Road,5,4
SHIP_4066,12,Clear,Tariff,0.84,Air,6,4
SHIP_4067,12,Clear,None,0.83,Air,1,3
SHIP_4068,4,Storm,None,0.73,Sea,8,6
SHIP_4069,10,Storm,None,0.85,Rail,3,6
SHIP_4070,7,Clear,Tariff,0.53,Sea,5,4
SHIP_4071,2,Clear,None,0.92,Road,7,2
SHIP_4072,4,Clear,Tariff,0.73,Road,3,3
SHIP_4073,13,Clear,Tariff,0.88,Road,6,5
SHIP_4074,5,Rainy,Strike,0.68,Sea,5,6
SHIP_4075,10,Clear,None,0.45,Sea,7,5
SHIP_4076,12,Storm,Strike,0.68,Air,3,7
SHIP_4077,7,Snow,Sanction,0.56,Rail,2,5
SHIP_4078,5,Rainy,Sanction,0.79,Sea,4,5
SHIP_4079,2,Clear,Sanction,0.63,Air,3,2
SHIP_4080,9,Snow,Tariff,0.89,Sea,4,5
SHIP_4081,12,Rainy,Tariff,0.77,Air,7,5
SHIP_4082,3,Snow,Tariff,0.78,Air,5,4
SHIP_4083,12,Clear,None,0.45,Rail,4,3
SHIP_4084,12,Clear,Strike,0.99,Sea,6,7
SHIP_4085,9,Storm,Tariff,0.89,Air,7,6
SHIP_4086,7,Clear,Strike,0.85,Road,5,5
SHIP_4087,9,Clear,Strike,0.53,Road,7,7
SHIP_4088,7,Rainy,Strike,0.67,Road,3,5
SHIP_4089,6,Storm,None,0.4,Rail,7,6
SHIP_4090,6,Rainy,None,0.68,Air,3,3
SHIP_4091,11,Snow,Sanction,0.4,Rail,6,8
SHIP_4092,11,Clear,Sanction,0.69,Sea,8,7
SHIP_4093,12,Snow,Strike,0.75,Sea,6,8
SHIP_4094,9,Rainy,Sanction,0.57,Air,3,5
SHIP_4095,8,Clear,Strike,0.65,Road,5,5
SHIP_4096,9,Clear,None,0.91,Air,9,4
SHIP_4097,13,Rainy,None,0.38,Air,8,5
SHIP_4098,9,Rainy,None,0.85,Air,6,4
SHIP_4099,8,Rainy,Tariff,0.42,Rail,9,6
SHIP_4100,3,Rainy,Strike,0.33,Sea,2,5
SHIP_4101,12,Rainy,None,0.43,Air,9,5
SHIP_4102,10,Clear,Strike,0.84,Air,6,5
SHIP_4103,14,Rainy,Sanction,0.58,Air,9,7
SHIP_4104,8,Clear,Sanction,0.91,Rail,4,4
SHIP_4105,13,Clear,None,0.67,Rail,5,4
SHIP_4106,12,Rainy,Strike,0.32,Rail,2,6
SHIP_4107,7,Rainy,None,0.8,Air,3,3
SHIP_4108,10,Storm,Sanction,0.38,Road,1,6
SHIP_4109,14,Clear,None,0.85,Road,4,4
SHIP_4110,2,Rainy,Strike,0.42,Road,2,5
SHIP_4111,12,Rainy,Sanction,0.54,Sea,2,5
SHIP_4112,3,Rainy,Tariff,0.83,Air,1,2
SHIP_4113,14,Storm,Sanction,0.97,Road,2,7
SHIP_4114,2,Storm,Tariff,0.56,Road,4,5
SHIP_4115,11,Snow,None,0.88,Road,6,5
SHIP_4116,13,Clear,None,0.43,Air,7,5
SHIP_4117,4,Snow,Strike,0.87,Road,7,7
SHIP_4118,12,Rainy,Tariff,0.76,Road,7,5
SHIP_4119,6,Storm,None,0.43,Air,4,4
SHIP_4120,2,Storm,Tariff,0.51,Sea,5,6
SHIP_4121,5,Snow,None,0.39,Rail,3,4
SHIP_4122,14,Storm,Sanction,0.57,Road,1,7
SHIP_4123,9,Rainy,None,0.44,Rail,8,6
SHIP_4124,7,Storm,Strike,0.75,Sea,7,8
SHIP_4125,14,Snow,Sanction,1.0,Sea,9,9
SHIP_4126,2,Rainy,Strike,0.31,Road,4,5
SHIP_4127,13,Snow,Sanction,0.68,Air,5,6
SHIP_4128,2,Storm,Tariff,0.7,Sea,5,6
SHIP_4129,4,Snow,Strike,0.94,Rail,7,7
SHIP_4130,11,Snow,None,0.65,Rail,9,6
SHIP_4131,9,Clear,Tariff,0.68,Rail,8,5
SHIP_4132,12,Storm,None,0.63,Rail,7,7
SHIP_4133,12,Storm,Sanction,0.49,Sea,1,7
SHIP_4134,9,Snow,Sanction,0.34,Road,6,7
SHIP_4135,14,Clear,None,0.59,Road,9,6
SHIP_4136,4,Storm,None,0.34,Rail,7,6
SHIP_4137,8,Rainy,Tariff,0.69,Road,1,4
SHIP_4138,13,Snow,None,0.52,Rail,9,7
SHIP_4139,4,Storm,Strike,0.67,Rail,3,7
SHIP_4140,5,Rainy,Strike,0.39,Air,9,7
SHIP_4141,10,Storm,None,0.95,Sea,4,6
SHIP_4142,14,Rainy,Strike,0.93,Sea,9,8
SHIP_4143,5,Snow,None,0.43,Rail,8,5
SHIP_4144,4,Storm,Tariff,0.54,Sea,7,7
SHIP_4145,6,Storm,Strike,0.73,Road,4,6
SHIP_4146,8,Clear,Strike,0.37,Rail,9,7
SHIP_4147,6,Snow,None,0.55,Air,4,4
SHIP_4148,5,Rainy,Strike,0.48,Road,1,4
SHIP_4149,9,Storm,Sanction,0.94,Air,6,7
SHIP_4150,5,Storm,Tariff,0.9,Air,4,4
SHIP_4151,3,Rainy,Tariff,0.71,Sea,3,3
SHIP_4152,11,Snow,Strike,0.66,Sea,5,8
SHIP_4153,14,Clear,Strike,0.95,Rail,3,6
SHIP_4154,7,Clear,Sanction,0.95,Sea,9,6
SHIP_4155,3,Storm,Sanction,0.98,Air,6,6
SHIP_4156,4,Rainy,Strike,0.39,Air,3,4
SHIP_4157,2,Storm,Strike,0.41,Road,5,7
SHIP_4158,6,Rainy,Sanction,0.77,Air,8,5
SHIP_4159,10,Clear,None,0.68,Rail,8,4
SHIP_4160,3,Snow,Sanction,0.31,Rail,6,6
SHIP_4161,13,Rainy,None,0.34,Sea,5,6
SHIP_4162,8,Clear,Tariff,0.92,Sea,5,4
SHIP_4163,6,Storm,Tariff,0.91,Sea,1,5
SHIP_4164,3,Rainy,Sanction,0.55,Rail,2,4
SHIP_4165,9,Snow,None,0.92,Air,4,4
SHIP_4166,12,Storm,Sanction,0.72,Sea,6,8
SHIP_4167,14,Storm,Sanction,0.86,Road,7,8
SHIP_4168,14,Clear,None,0.6,Sea,1,4
SHIP_4169,7,Rainy,Sanction,0.38,Rail,8,7
SHIP_4170,5,Storm,Tariff,0.6,Sea,1,6
SHIP_4171,14,Snow,Strike,0.62,Air,9,9
SHIP_4172,5,Rainy,Strike,0.69,Sea,4,5
SHIP_4173,3,Snow,Sanction,0.37,Rail,7,6
SHIP_4174,4,Storm,None,0.99,Rail,6,5
SHIP_4175,8,Snow,None,0.47,Road,9,6
SHIP_4176,4,Clear,Tariff,0.44,Rail,2,3
SHIP_4177,14,Snow,None,0.67,Road,7,6
SHIP_4178,6,Rainy,None,0.68,Air,5,3
SHIP_4179,11,Snow,Tariff,0.61,Rail,7,7
SHIP_4180,7,Snow,Sanction,0.84,Sea,1,5
SHIP_4181,7,Clear,Strike,0.66,Air,9,6
SHIP_4182,5,Snow,Tariff,0.73,Sea,1,5
SHIP_4183,7,Snow,Sanction,0.81,Sea,5,7
SHIP_4184,4,Storm,Tariff,0.32,Sea,8,8
SHIP_4185,8,Storm,Sanction,0.7,Air,1,5
SHIP_4186,8,Rainy,Tariff,0.92,Air,7,4
SHIP_4187,5,Storm,Sanction,0.31,Rail,2,6
SHIP_4188,3,Storm,Tariff,0.58,Sea,7,6
SHIP_4189,12,Storm,Sanction,0.95,Road,7,8
SHIP_4190,8,Storm,Tariff,0.55,Rail,9,8
SHIP_4191,4,Clear,Strike,0.62,Air,6,4
SHIP_4192,2,Storm,Strike,0.99,Road,4,6
SHIP_4193,3,Clear,None,0.44,Air,7,3
SHIP_4194,11,Clear,Sanction,0.35,Road,7,5
SHIP_4195,10,Storm,Tariff,0.9,Rail,4,6
SHIP_4196,13,Snow,Sanction,0.91,Road,2,5
SHIP_4197,9,Clear,Strike,0.63,Rail,9,7
SHIP_4198,7,Snow,Sanction,0.66,Air,8,7
SHIP_4199,7,Snow,Tariff,0.89,Road,5,5
SHIP_4200,2,Storm,Sanction,0.82,Sea,5,6
SHIP_4201,3,Rainy,Tariff,0.49,Sea,1,4
SHIP_4202,5,Storm,Strike,0.31,Air,9,8
SHIP_4203,4,Rainy,Strike,0.64,Road,8,6
SHIP_4204,2,Rainy,Strike,0.9,Sea,5,6
SHIP_4205,9,Storm,None,0.93,Rail,6,6
SHIP_4206,8,Storm,Strike,0.97,Road,8,8
SHIP_4207,5,Rainy,Sanction,0.92,Road,6,5
SHIP_4208,13,Storm,None,0.71,Sea,4,6
SHIP_4209,13,Rainy,Strike,0.61,Rail,3,6
SHIP_4210,10,Snow,Sanction,0.84,Rail,7,7
SHIP_4211,12,Storm,Sanction,0.82,Rail,2,6
SHIP_4212,5,Snow,Sanction,0.68,Road,7,6
SHIP_4213,2,Clear,Tariff,0.36,Air,1,2
SHIP_4214,11,Snow,None,0.95,Road,5,5
SHIP_4215,2,Snow,Sanction,0.62,Road,9,6
SHIP_4216,2,Rainy,Tariff,0.55,Sea,1,3
SHIP_4217,2,Snow,Strike,0.74,Air,8,6
SHIP_4218,5,Storm,Sanction,0.77,Rail,9,8
SHIP_4219,2,Rainy,Tariff,0.45,Sea,9,5
SHIP_4220,3,Clear,Sanction,0.89,Road,8,5
SHIP_4221,5,Storm,None,0.5,Air,4,4
SHIP_4222,8,Clear,None,0.43,Rail,7,4
SHIP_4223,3,Snow,Strike,0.58,Rail,1,5
SHIP_4224,9,Storm,Sanction,0.81,Road,7,7
SHIP_4225,14,Storm,Tariff,0.98,Rail,6,7
SHIP_4226,8,Clear,Strike,0.87,Rail,5,5
SHIP_4227,10,Storm,Sanction,0.96,Air,1,5
SHIP_4228,7,Storm,Strike,0.4,Sea,8,9
SHIP_4229,5,Storm,Tariff,0.35,Air,1,4
SHIP_4230,7,Snow,Strike,0.69,Sea,1,6
SHIP_4231,5,Clear,Strike,0.5,Sea,3,5
SHIP_4232,8,Storm,Strike,0.88,Sea,8,9
SHIP_4233,10,Rainy,Sanction,0.77,Rail,8,7
SHIP_4234,4,Rainy,Tariff,0.98,Air,7,4
SHIP_4235,4,Rainy,None,0.48,Rail,5,4
SHIP_4236,3,Rainy,Sanction,0.64,Road,8,5
SHIP_4237,2,Snow,None,0.65,Air,2,3
SHIP_4238,2,Storm,None,0.47,Sea,8,7
SHIP_4239,14,Clear,Sanction,0.71,Rail,2,4
SHIP_4240,4,Storm,Sanction,0.61,Rail,5,7
SHIP_4241,8,Snow,Tariff,0.61,Air,4,5
SHIP_4242,12,Rainy,Tariff,0.55,Air,1,3
SHIP_4243,10,Snow,Strike,0.31,Sea,5,8
SHIP_4244,3,Storm,None,0.67,Sea,7,7
SHIP_4245,8,Clear,Tariff,0.53,Road,1,3
SHIP_4246,2,Snow,Strike,0.3,Sea,2,6
SHIP_4247,3,Clear,Tariff,0.52,Rail,9,5
SHIP_4248,7,Snow,Sanction,0.5,Road,5,6
SHIP_4249,12,Clear,Tariff,0.58,Road,7,5
SHIP_4250,6,Clear,None,0.39,Road,2,2
SHIP_4251,9,Rainy,Tariff,0.66,Air,7,5
SHIP_4252,13,Clear,None,0.78,Sea,7,5
SHIP_4253,12,Rainy,Sanction,0.74,Road,7,6
SHIP_4254,3,Storm,None,0.86,Air,5,4
SHIP_4255,2,Storm,Tariff,0.62,Air,9,4
